income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
31660,820,374026,7,165644,0,1
105609,809,4678592,33,463599,773822,1
40083,739,1498729,0,21436337,0,1
262876,423,173992,1,3045977,485901,1
87618,808,4011564,15,1274842,370262,1
35151,669,1876526,34,4961453,0,1
92724,758,754029,17,9112100,1788615,1
67032,856,4024352,25,4917724,3255689,0
89539,524,260214,24,9884541,4237596,0
30059,609,477932,23,1255164,0,1
35699,817,4447776,5,1452114,1097176,0
56711,874,2935698,6,343676,186068,1
66805,657,1936475,23,17726183,192867,1
141006,615,8457532,19,4512017,407077,1
45896,862,3141999,6,19088309,646843,1
67887,704,285562,16,2887047,0,1
409878,868,7538625,13,1590378,188596,1
43534,862,373536,18,6160019,166157,1
58804,430,456105,1,864865,338652,1
40132,807,484145,6,18313066,0,1
36971,518,7900939,0,319179,1592906,0
72929,734,1410285,16,274173,4720420,0
109821,623,335692,8,1228435,1381850,1
60231,885,2221007,3,3967094,0,1
45917,818,845756,14,479432,1142230,1
53713,704,463069,16,13847607,0,1
70050,596,7322287,5,311869,139940,0
91038,723,7913244,12,3097912,2413561,0
48276,892,6328727,14,20655231,0,1
59197,313,569472,30,12283397,0,1
431435,571,7095121,20,3248992,0,1
31185,826,6565941,31,6464921,414716,0
79319,652,1182351,2,657323,0,1
40831,508,5154725,12,3631732,64954,0
99377,744,6083767,5,17070839,0,1
170974,623,639652,1,1000820,1277785,1
49325,648,2540164,15,4211780,195627,1
35626,505,1707785,0,24511579,172706,1
77398,625,4982152,19,9942014,67829,0
36940,585,2742994,28,20591309,158335,1
115964,618,826984,28,62231,903013,1
86290,622,6419930,32,172462,0,0
182599,627,108912,31,19560418,2154307,1
67414,685,986879,7,11003911,1756437,1
34270,411,826100,7,1338285,0,1
178083,702,8973181,15,9724535,638337,1
75739,430,6079935,15,410318,0,0
51546,615,6064687,5,191924,83136,0
59660,710,8581989,8,110187,0,0
87375,762,2681744,13,1198099,0,1
283638,885,9747374,5,2927146,513321,1
59740,761,1169880,30,3262173,142659,1
228128,584,479028,0,2537983,159862,1
46032,852,415466,5,19898094,149863,1
64165,581,6424180,10,1264689,0,0
117416,536,122522,10,22510024,188436,1
52188,825,7178338,3,638641,0,0
291980,812,515176,13,183015,758484,1
85657,791,4842157,4,1954562,629434,1
79326,467,1090653,27,8430732,1560336,0
42357,735,8662457,6,497385,0,0
55431,509,1083017,17,1889285,39992,1
50369,676,3430821,9,119885,94063,0
225683,731,9556514,4,4892724,1783424,1
50283,591,2489133,22,1281377,0,1
116378,778,207302,34,1896397,979673,1
284668,737,954768,27,1349764,137409,1
47112,573,1142855,16,757872,450511,1
429516,704,366742,29,3558465,1450472,1
272297,630,5582836,26,2826794,1968289,1
44247,617,7257390,32,8457592,0,0
90761,571,8226434,5,1341550,1313611,0
37865,824,207533,29,19630361,627329,1
60759,757,296968,11,1422794,0,1
62460,604,829426,1,11651910,290271,1
54599,727,9165751,12,6836995,0,0
39106,789,704293,27,852222,376705,1
216550,895,242316,35,342308,1856861,1
62424,812,2102927,15,62578,131615,1
76861,311,356889,14,15494197,1687534,1
200485,809,1448793,8,189338,1345797,1
140460,327,9561537,1,159915,0,0
69080,374,2834482,0,9262565,0,0
32194,658,6246883,26,1556619,161812,0
202682,575,478460,33,4845699,191718,1
102961,581,7470610,20,2233871,1129135,0
179167,833,8562338,30,196793,165921,1
131713,889,6521690,10,1365835,4891159,1
108045,520,3052276,35,2230506,179718,1
34732,689,394312,32,367782,135909,1
45852,888,9038734,16,447668,1202474,0
165210,775,251319,34,4730463,66636,1
81736,884,462758,12,6670177,59981,1
106273,877,1584526,11,1800874,186756,1
170328,719,463543,32,1401379,104751,1
72709,689,254641,4,943808,171018,1
55523,613,5624856,15,435049,18031,0
64690,843,5856084,21,3626256,0,1
138979,669,2696051,21,616048,10390,1
50106,494,1265688,15,1979496,0,1
77802,791,810384,14,424375,1666510,1
172708,880,7075721,29,1499214,0,1
65154,689,236738,22,1876415,1371296,1
110217,630,9249157,4,1929596,4068341,0
92497,772,6867825,8,11306308,0,1
369766,591,7731361,7,2683896,0,1
35036,384,959427,10,14750370,0,1
35550,444,6109642,14,2527719,4951098,0
63756,463,7639769,24,24723274,853708,1
152705,544,8328894,24,1767272,0,0
238530,758,4918022,31,494686,1340202,1
113528,510,9836501,10,8953895,3888739,0
39577,733,235256,10,51667,907558,1
48372,655,1787681,35,548103,1851971,0
72507,718,1528929,31,153419,153314,1
33923,661,7178087,32,3788396,119345,0
35495,614,9073294,20,2988411,452131,0
172206,849,230943,16,1672648,828071,1
120377,644,292970,31,8677061,85582,1
56868,761,1349925,3,80879,582324,1
252440,867,3340126,31,1413509,631981,1
36234,898,4983642,23,4121563,103480,1
72801,732,3300926,22,211448,68070,1
114542,894,3876588,5,12130734,848793,1
37635,650,2552890,31,18534197,51042,1
101764,570,907282,6,6962094,75625,1
43265,510,408723,8,443248,136558,1
39422,366,7576890,8,9430659,1094062,0
67269,717,7761260,1,11484035,132164,1
46082,695,346160,32,375316,429698,1
51776,878,4842478,0,3771790,0,0
110329,326,3833465,10,1191594,0,0
178033,672,8925452,20,6449457,253034,1
116270,809,2296136,25,306939,0,1
48099,509,350036,20,4288004,0,1
105736,693,592535,29,15850208,347793,1
218848,769,915918,9,485896,115973,1
45857,898,414156,5,5497018,706435,1
31982,636,6094651,10,3607637,0,0
35674,771,8438991,19,7720147,16465,1
32795,598,2140508,32,1965233,0,0
38041,721,1043503,31,314437,3251894,0
114179,748,5281472,31,3191813,287618,1
39260,640,1864201,17,379063,1629327,0
95103,354,1589430,35,196887,1531132,0
200719,413,3481649,33,2159899,931388,1
154140,625,1375104,16,18341961,0,1
44430,348,8910076,16,3014927,75532,0
30644,886,8246023,7,1264865,59195,0
62598,512,486906,11,2459167,197209,1
174762,510,718709,1,734762,174059,1
73799,783,916870,14,19255257,1731146,1
45739,604,5550069,1,133439,502520,0
92163,735,3487435,0,3243357,17569,1
162076,349,233459,8,12063759,35353,1
63450,712,9533308,0,1629295,324167,0
118504,850,1183479,29,23313565,4877865,1
53408,732,6089301,5,1660821,659334,0
64087,741,807606,29,5562776,0,1
84801,871,5924058,23,790876,1419771,0
61933,695,5396116,22,217896,271602,0
37543,323,1723136,31,11503316,857564,1
73822,656,3813206,26,638068,359261,1
88369,695,6213160,33,24279846,0,1
57276,424,8816710,16,426024,119089,0
160156,689,390250,29,1418957,17762,1
49345,532,322644,19,1103801,174511,1
158453,432,2682927,26,7059682,59941,1
95156,764,1287035,28,1268002,1410949,1
41605,792,1493277,14,2170874,0,1
80458,839,6028328,0,830903,811225,0
77747,564,910511,11,517543,33685,1
69992,777,280476,12,5865511,738161,1
74729,368,1637399,28,7110512,2598286,0
37253,851,1698376,2,1921931,3714334,1
110602,652,4614673,35,1302104,2587206,1
142466,738,3823933,2,15783919,458087,1
68274,643,8987808,0,1405384,247840,0
118469,365,8073636,32,140804,952490,0
110078,680,6526565,25,17799992,1586944,1
69665,797,7565326,15,224358,67975,0
281721,824,7102414,28,4117509,189153,1
366118,720,2886651,6,300602,0,1
51066,730,363927,8,837989,83516,1
112549,644,3777074,33,4764865,1629634,1
246444,507,1704267,29,359210,1580734,0
35581,733,8006075,3,100308,551680,0
196595,711,8274443,18,9398856,327729,1
68298,526,258740,18,1763469,73002,1
398992,718,7903310,7,1828949,0,1
42173,478,2709147,22,1512698,3431686,0
230678,601,4851103,15,4366937,0,1
262512,723,2852063,28,3116364,929078,1
37988,606,792912,15,241996,0,1
47098,895,9259326,30,256593,633419,0
64647,579,491995,11,302430,65995,1
50562,845,8463382,32,3451397,733732,0
58259,521,6348071,24,9586651,1829099,0
66595,722,276445,1,80034,85857,1
47055,742,3775063,18,198166,0,0
159340,646,251926,28,1495807,555421,1
58982,517,262317,30,2332599,1294891,0
151139,798,1225251,1,7595686,218243,1
295314,605,2101376,9,3646736,0,1
117179,507,363791,11,453405,63209,1
62043,668,996187,13,1476837,1959619,1
52907,810,9832667,0,16811329,159665,1
85234,383,251536,0,2830995,0,0
81358,736,2187081,2,4628392,386650,1
283119,467,817448,10,219204,323962,0
39525,571,9670672,13,4401130,671246,0
99002,356,224064,8,3446450,0,1
63522,610,7795831,18,1217975,0,0
131975,654,283199,29,1339957,1365983,1
265207,665,4367612,20,2928057,131994,1
38117,812,2268403,35,1660705,0,1
69436,345,5019334,12,5193092,144015,0
88070,535,1717967,13,13101608,0,1
91221,721,6019964,11,1676665,85571,0
61264,746,5001919,33,408069,0,0
103927,786,1265877,11,3534938,2173130,1
190890,763,3874808,5,1492565,4884967,1
193425,380,5597557,30,395484,96877,0
73982,655,2081030,12,2736462,3427831,1
88642,682,3921043,6,81415,165785,1
73720,774,184233,10,141580,189209,1
84105,587,369426,1,7987582,786961,1
103961,801,9934579,17,4996634,1394475,0
167071,775,2185601,25,8417275,2924131,1
41025,686,8273137,22,2396509,0,0
32798,324,964038,35,4796787,1789953,0
70523,729,1040624,34,1433139,0,1
119942,875,6177573,6,544849,507736,1
57400,490,6032812,18,4847374,934886,0
60774,694,451189,0,20175060,45723,1
429838,604,9534928,11,1081959,797727,1
37246,743,1934094,24,6594793,546687,1
40264,723,895628,2,154811,684458,1
233958,751,477398,23,4791140,88548,1
289178,688,6603263,7,1961272,0,1
188572,573,4785236,22,1847352,0,1
192394,366,3179839,14,246341,3466476,0
178653,751,1316965,25,651041,708048,1
207715,455,2613916,18,328029,786834,0
87221,803,1774067,22,23386133,1073618,1
37564,619,3312789,17,743718,234382,0
53859,879,8543573,4,1026646,1277056,0
107415,627,7846156,5,476633,191622,0
47873,653,112948,22,3773025,0,1
43205,854,9606538,18,3065962,105911,0
49786,372,3365068,20,521824,0,0
186212,788,102468,7,101895,401908,1
141675,619,9494732,16,4556917,1054755,0
284243,528,4162323,35,6341183,0,1
52544,653,215640,34,1730157,15047,1
74816,760,8841375,31,5622591,570786,0
79842,678,1395665,35,202907,17514,1
196329,805,1758571,32,21674583,59100,1
78928,881,3391432,33,2804924,0,1
38134,521,2247568,24,20505288,162715,1
79945,733,2509050,9,1015244,49282,1
265725,709,2480445,3,2126971,0,1
46745,406,4390195,5,8386015,554592,0
34372,663,3615253,35,1432352,1968897,0
57617,753,118259,2,22954072,0,1
76615,772,7467620,4,7975160,134748,1
46162,531,569973,18,5122328,0,1
98184,692,193227,4,1368692,4998815,1
78240,722,9369246,10,3391545,251013,0
247065,679,7443866,23,616467,233364,1
47113,577,3181436,7,3564389,257221,0
42367,681,5071752,18,3254217,592663,0
274345,853,8020558,12,1080504,1164982,1
418331,739,162653,16,4659490,0,1
43425,339,8126241,33,3057612,1528364,0
420009,784,192914,17,230354,139844,1
53315,865,7968452,24,187665,750325,0
46509,834,127415,25,10976817,3709772,1
46655,686,9920877,18,7498271,364251,0
76561,631,4329804,24,4127900,0,1
207665,770,2694781,29,361275,1827261,1
83871,326,2493642,35,427476,0,0
42946,742,1578357,10,7580252,1651301,1
45106,773,1696146,16,251020,3727954,1
83527,514,5503042,25,1406663,144177,0
315589,588,1775766,31,217729,1208620,1
239506,703,612200,9,249655,0,1
121616,380,4685493,21,1047494,243890,0
62185,762,1574353,29,409403,0,1
40592,859,6214421,31,1643395,1186308,0
79269,789,9295854,5,7829373,0,1
72595,649,747469,3,7417507,555713,1
40103,474,606962,5,18299250,1634354,1
70675,857,382091,19,23660769,198822,1
69192,683,5452117,0,9829277,4461225,0
267771,545,9754438,10,420720,1610519,0
40642,601,7320680,14,1562113,152316,0
119867,733,835291,24,420889,12245,1
51817,344,419575,32,10493504,15149,1
135389,780,7770492,4,3343158,0,1
50296,660,1929342,14,190430,828552,1
51111,635,3483330,25,1007968,0,0
56427,501,9061868,13,979387,1391996,0
300743,897,7090178,18,133068,1822265,1
83939,762,3228104,9,23491485,117691,1
96266,822,8327345,25,174685,1640473,0
204652,516,9719563,9,2252241,3449144,0
86995,793,2099975,28,390289,148881,1
56371,783,877949,21,3432005,116940,1
92479,730,4515824,24,3885764,0,1
81943,740,781615,14,10425986,0,1
35016,514,2275310,7,80221,0,0
38623,605,9771726,34,4516223,1063788,0
36721,596,6942419,3,2368204,1362449,0
40800,876,255672,0,4205091,2872223,1
108010,529,664815,15,17644926,56615,1
76147,792,5656438,7,1420134,183466,0
102965,583,1753113,13,2066672,0,1
49163,791,3705727,0,1440369,1727873,0
216690,844,2651361,12,145463,0,1
270479,821,2900280,23,8606695,0,1
114637,816,6261377,4,4426292,0,1
31804,729,9902602,21,4786016,0,0
35485,558,6027555,30,2591557,0,0
396367,762,222172,28,3429643,0,1
73988,819,3406438,29,8347972,0,1
184681,542,9883793,20,2544244,162682,0
68734,545,3776479,20,3986662,3867650,0
260466,753,332423,19,6646668,0,1
87446,537,6817222,5,1845319,0,0
49302,603,320917,27,3583704,1855829,1
45542,821,7111998,12,184149,379196,0
70242,650,278994,10,385997,0,1
123166,856,391540,8,5133613,127324,1
73145,548,7698577,8,126050,0,0
63856,629,3963355,24,2596178,148290,0
62260,591,9373188,31,1801091,733668,0
38088,674,2835907,11,1909467,0,0
153400,343,453599,22,1630882,0,1
63716,557,1653533,21,3114105,441570,1
105049,378,1122680,16,2071930,99500,1
105626,787,769186,33,19986511,383089,1
64965,818,3832369,14,474003,708962,1
40989,398,5521162,13,3834948,508408,0
110586,456,3397904,20,2136604,4263312,0
254525,822,1693009,4,9125575,150464,1
30949,546,1985463,6,339755,672091,0
101653,849,3639478,10,490491,73926,1
96140,612,1641539,6,7257920,0,1
76657,630,4115310,21,110935,0,1
44094,706,2885705,8,190612,0,0
66804,537,5523227,20,1610626,1895884,0
71762,491,4959005,7,468176,0,0
58013,619,5467252,30,1628217,520378,0
30443,613,1150170,5,4302190,569178,1
44489,545,3287960,7,1128538,235119,0
32297,807,2982751,7,2702547,445290,0
101667,390,7132346,24,2881909,4646365,0
33531,602,9932746,21,1078516,114423,0
56393,498,8145659,29,62593,335754,0
232792,682,4807350,24,4777534,101913,1
58670,561,8592356,27,4969493,0,0
36542,514,7872064,14,195029,0,0
366882,518,8898104,16,560269,0,1
137785,683,7369054,5,276775,328308,1
73797,800,9962865,25,409456,4504440,0
35910,641,241509,9,1803080,0,1
179832,847,9881462,3,326423,1220022,1
39364,356,2245223,6,532143,109133,0
44632,597,7953248,5,18587804,1523203,1
322928,634,5442854,10,2322406,159671,1
44157,843,8299639,17,454174,333378,0
43430,720,1710604,6,672346,257378,1
73057,711,8009192,32,9873245,0,1
73890,544,1984947,34,843709,47812,0
192106,635,1833326,25,418627,0,1
47171,617,5192017,4,1198684,153599,0
194682,693,382558,11,5526095,56822,1
38256,477,3452588,8,8663731,0,0
218358,471,1335403,16,169644,0,0
49830,769,405829,13,5978183,0,1
100402,873,8150312,19,377266,0,0
118477,784,4137220,0,11610360,0,1
57077,769,7846840,25,52348,0,0
68410,543,2310198,21,3551087,4623302,0
108851,612,847271,14,3774115,0,1
40754,539,1488849,1,367168,453429,0
105855,619,4962800,5,12400262,0,1
107236,685,115523,30,4342318,0,1
57043,727,3287451,5,7531889,45695,1
95850,597,187744,24,18078176,734648,1
32736,600,318034,26,524266,237458,1
111260,510,1372246,24,1560876,0,1
37388,661,9496412,7,121900,293616,0
187297,650,6050533,8,126453,44228,1
108550,890,169523,22,3444467,1543767,1
36554,854,2714265,18,161711,0,0
143694,481,1754894,13,3524518,205662,1
43155,744,6896348,23,432078,358838,0
40682,815,2278074,23,313464,182747,1
90487,687,682716,32,1652198,4007175,1
57521,680,126763,33,143362,0,1
78440,593,3671589,29,515974,570490,1
131042,848,421811,0,7375355,0,1
91410,628,6203826,33,1283112,183477,0
142508,731,4428816,27,651384,701212,1
54090,524,702167,15,363690,611758,0
146115,757,3879989,25,7120376,771659,1
52945,640,228608,4,120638,1738235,0
97788,708,3123131,4,3559611,4136734,1
49368,900,1537911,12,21852500,0,1
247557,745,4420924,27,2208260,356368,1
89988,889,3146651,4,1672196,123566,1
161616,699,3005479,34,5888803,1897009,1
78647,667,2018491,16,1889457,0,1
80812,659,3716468,7,3734446,1701886,1
118489,715,2714205,28,797556,92602,1
42671,751,2079092,34,2631467,984002,1
115566,540,5601081,17,1766514,0,0
114882,546,4432886,22,4403703,615226,1
72378,471,5134015,27,262439,1128605,0
109739,644,472395,24,21434901,0,1
58784,691,6949195,31,5726329,177875,0
51899,738,3906843,21,7747887,168575,1
90768,615,9009394,23,9091395,0,0
60410,702,141710,21,18190634,0,1
167809,774,7354949,14,1173339,1029100,1
185168,738,9527823,28,6313377,164586,1
46359,744,8866342,27,2835369,740103,0
98626,867,2075676,35,1754608,0,1
150656,630,3922781,17,427898,687663,1
113754,823,3805602,31,604199,147353,1
150984,714,293206,26,6628531,4386828,1
273580,600,3215637,34,1365227,1465505,1
57906,616,6382603,11,985207,0,0
30759,782,183344,13,4638961,141391,1
146385,307,1453965,10,3158213,239216,1
40953,545,749184,30,1551564,0,1
82920,764,7978013,29,23356068,409353,1
33612,756,3270353,7,1853057,0,1
43353,634,9459097,17,2530630,1303337,0
48288,696,4673450,26,7301127,1138988,0
174033,552,2430746,14,1288331,648408,1
74822,774,3879226,17,375742,0,1
34819,377,210949,19,9421788,779646,0
163942,863,2489384,7,6101940,415078,1
51689,724,9113723,14,5663533,1168375,0
54678,845,121426,34,1236970,567510,1
100405,669,5102280,22,23945021,552043,1
49526,405,3419772,30,10019272,0,1
96003,720,5184139,27,4727516,787833,1
36782,748,9633588,14,7032281,175669,0
124397,663,2761265,16,3922384,0,1
43857,789,4982385,14,4799170,3403342,0
56323,500,814636,2,1637429,424433,1
41203,635,2068039,24,8393405,0,1
37936,319,6985648,20,1949346,0,0
39267,732,8310191,28,428032,0,0
63451,737,495092,6,12479677,0,1
39670,800,444062,19,23218903,774316,1
43585,547,4586015,35,1861976,3980509,0
146401,764,3829611,11,884859,0,1
36560,606,1738927,34,20772157,0,1
117730,821,123941,20,3988875,0,1
144330,863,9015414,20,1320907,0,0
186169,819,8162588,27,494787,0,1
214047,835,444252,16,5770713,0,1
104854,690,145603,4,3713295,4309123,1
41404,769,9779509,4,4346095,0,0
106460,748,5193848,11,7764658,0,1
40314,848,278137,29,464279,0,1
119059,766,3340337,32,1716483,143461,1
42660,609,6203197,17,15836130,1713914,1
33964,706,1333710,6,6048986,1563535,1
123674,754,339885,29,18947070,3548211,1
55000,503,287985,7,1139332,3329310,0
48189,732,352433,24,3685388,2298187,1
37858,488,907577,5,3834891,0,1
121006,689,3896264,2,17561294,66911,1
54979,682,5854336,1,23920061,169849,1
66077,432,1095509,28,2482506,25410,1
198012,382,2198721,7,287437,128453,0
76142,464,9604615,8,24694750,27413,1
410715,575,1273263,16,255313,0,1
37728,649,7407230,22,496762,0,0
156146,709,707438,16,166590,115150,1
45950,820,6697971,8,2863138,2389112,0
371691,676,4018918,33,350270,80580,1
54186,606,2042480,14,7250956,667534,1
52446,661,8452611,23,82301,1036033,0
61921,523,5532193,6,275190,35751,0
35647,597,907937,29,1129398,27324,1
363132,562,1401685,28,12534394,621218,1
30905,339,4165793,30,13205705,0,1
53970,534,300586,31,1889313,1027158,0
78934,522,4149920,3,2984433,0,0
118193,877,9175494,21,416635,1183524,0
40259,575,851313,7,215583,0,1
32370,713,226010,9,12992014,0,1
35702,841,2634611,0,535383,0,0
110285,568,9795022,3,1029080,170204,0
43303,643,1349701,4,6064428,580176,1
188310,659,1860612,30,6767041,626344,1
276581,626,7542646,18,6166001,756372,1
34381,765,4994602,5,7301967,0,1
101173,881,2916208,5,621959,77384,1
150279,563,970208,29,697108,136664,1
80018,718,263445,20,68315,0,1
34825,731,2421582,9,1853782,953125,0
184010,708,163880,27,3703806,550108,1
115199,891,6217508,31,1245552,0,1
86067,737,470050,32,1642113,133565,1
43194,631,6658895,17,1823821,2275891,0
316272,667,256398,34,12363371,2178531,1
58657,580,114799,33,2887470,0,1
267778,728,7177883,20,2342780,0,1
55054,857,2000203,27,5686019,430153,1
80185,580,472541,18,2528339,0,1
36146,686,102779,7,1001925,0,1
44458,547,1304840,20,2177214,1023016,0
81144,750,8133517,27,1919548,499067,0
40789,701,1381420,11,910542,755882,1
166028,818,870865,9,17534598,0,1
212480,533,4644765,29,366663,154243,0
90221,894,4336726,15,9398864,138125,1
33921,705,5182096,34,7654605,737651,0
95500,758,1326131,29,7939348,76990,1
156704,900,428376,17,154572,190551,1
109858,613,1778077,17,9236003,45351,1
108831,529,1082133,5,5140798,368053,1
89069,582,238390,0,84980,251654,0
70809,783,3941979,13,1313144,3114717,0
278092,649,2934094,2,4322979,0,1
109501,837,434368,5,20971890,52106,1
47099,637,1291735,32,6539123,10543,1
180609,694,6070425,15,337799,80193,1
52229,898,412213,7,7638930,1586101,1
56926,637,9756387,4,17923728,0,1
33208,510,8773713,4,118640,96523,0
48545,649,1623822,6,1052684,0,1
288311,533,902741,5,21059297,31193,1
164678,891,3627071,35,447325,0,1
70868,717,5489966,4,125482,68628,0
62434,553,245429,0,1726004,0,1
35408,616,4635712,2,757015,1106744,0
76910,816,1920674,21,1648944,0,1
266319,681,267571,25,17074412,124947,1
73034,722,2036789,14,9751081,738882,1
74716,897,4362263,15,3521665,0,1
197154,626,266914,26,16955222,103967,1
185869,756,204598,7,1050501,0,1
38025,730,642211,22,168161,0,1
180069,401,1628179,3,886139,842140,1
71456,623,9576851,23,199088,0,0
49056,796,1210272,5,975348,0,1
40428,493,2154545,25,2051006,13423,0
103047,432,146917,6,649409,4009471,0
45113,767,4661685,0,353709,471246,0
114919,753,487403,30,896761,4147343,1
295902,726,2025874,1,1857613,198695,1
81199,515,397814,3,2409891,350174,1
64718,647,4968604,15,2338377,172285,0
68004,748,5943705,28,279147,10212,0
43135,722,293198,27,4470606,17990,1
347429,657,2126481,6,187356,466631,1
116539,649,161836,29,1323470,95005,1
68273,354,1288521,27,313032,1205456,0
118951,611,4053591,23,5194170,160499,1
65313,399,8471999,12,8910938,0,0
99203,651,1320191,18,375353,0,1
253821,491,1219548,33,8317856,1067313,1
56404,768,4397182,14,8539187,502026,1
34538,746,211427,13,1723522,0,1
34967,620,4553318,15,497535,0,0
212200,649,449184,22,86611,1001126,1
489447,766,9448739,8,7697391,1794986,1
47166,391,6840371,28,10483731,0,1
111955,683,370192,23,9967236,0,1
65530,850,401695,4,8521856,254488,1
73016,873,2346944,5,237382,0,1
30049,764,6762450,4,3005442,165044,0
53815,611,6850715,13,3618667,1798807,0
63004,685,6847898,16,9646601,145468,1
89933,462,4242321,25,8866800,0,1
92463,816,346041,5,4283926,1721893,1
164993,684,3944787,13,24247492,592521,1
179998,549,634993,8,1949723,79173,1
149749,778,2403512,9,3988321,1999785,1
51366,746,7597788,35,6852107,132396,0
114035,381,5094778,1,269996,115499,0
43953,875,2000905,32,5902002,520320,1
39639,556,685593,0,12315641,0,1
44091,882,1303235,26,6430797,0,1
289590,623,751936,9,220551,2680005,1
478193,703,832462,17,23863026,158358,1
34177,738,7993984,0,2402524,525593,0
154172,608,307386,25,5924723,2619345,1
67910,377,1987060,28,5938167,18352,1
78826,827,5105174,1,2695939,0,0
36465,543,9980590,33,17427590,810029,1
73531,678,235005,35,534310,883074,1
160736,868,2449677,8,4309711,0,1
105208,720,9779486,19,2866159,597735,0
220004,742,480838,8,1661942,89998,1
266920,728,3728036,12,522474,268704,1
31136,784,1029698,0,115772,157870,1
39328,586,1827297,21,4088448,203686,1
43201,419,9102140,29,4124138,0,0
79292,685,2726682,32,3008717,2469844,1
118483,670,1949172,4,19357453,71854,1
102397,848,8117423,7,22041103,0,1
53416,635,4685127,35,872881,4373504,0
212691,897,390778,16,3950888,136918,1
273949,450,470674,19,23410372,0,1
48004,664,4463962,27,922120,293235,0
215842,669,2390197,24,1481316,1829447,1
401449,400,1214085,23,1039054,367260,1
43097,773,295941,25,270660,668038,1
100548,677,469549,21,18337422,707017,1
65106,803,618162,12,2532104,757870,1
35412,663,467605,31,365379,0,1
70998,887,1659353,10,22756118,386916,1
136901,743,489765,11,1164947,0,1
70089,696,7111155,18,15850913,132463,1
35584,604,1615707,5,9462084,0,1
44316,888,334543,23,83407,0,1
68397,515,388357,8,9586309,992646,0
67173,720,4842678,35,199484,2900112,0
43304,473,3841740,33,452819,4732615,0
40840,701,4140802,16,4098446,0,0
84582,704,916124,3,819588,0,1
248925,835,5838088,25,9236021,1832616,1
48998,714,1607230,6,349108,3521516,0
439149,497,9705038,1,534633,37488,1
72228,511,8923228,32,498782,0,0
66018,502,316144,7,10738761,4790018,1
107736,575,1636947,11,2338953,953715,1
111209,781,198614,32,1862959,1378828,1
44580,865,7719914,12,13420461,102716,1
74133,565,8472227,1,4685148,3096951,0
371782,497,5365890,18,16260939,0,1
41637,542,1515479,24,5121264,170543,1
38216,702,5942588,9,11739746,1765164,1
40436,802,1390427,27,18239279,4473809,1
40734,550,286757,1,9086793,0,1
176265,873,7318459,32,7063120,192826,1
89677,827,435892,24,1027107,81121,1
223507,881,8988281,26,1335573,779758,1
37911,378,3101465,27,69451,4351057,0
416791,511,4032784,17,261199,281623,1
57204,771,485296,3,4949380,355493,1
46092,728,6092146,3,13574803,0,1
43909,849,9326197,28,4088661,930207,0
106145,767,1797826,17,1429420,13999,1
93035,586,326493,8,1687586,15506,1
171629,774,974318,29,107498,0,1
49327,878,8034186,35,9208682,79897,1
43273,740,607093,26,5617496,194825,1
86425,523,1352120,18,1398892,11291,1
121101,731,667177,33,12829829,0,1
64960,372,6538482,6,23662470,697872,1
40714,787,4744165,20,94640,165982,0
191295,504,348099,6,1996153,684603,1
35952,716,8705553,15,1782975,13164,0
37152,347,979650,31,16873661,0,1
86889,847,6320490,7,17410348,0,1
281200,722,7966621,19,1404331,480948,1
36145,848,6095245,34,13448239,1631505,1
51202,395,7174885,26,2118387,0,0
173589,730,1580588,23,4306110,442341,1
158639,457,3240931,30,553538,188350,0
173292,535,5186157,5,5355446,2196080,0
316557,769,279169,9,2579976,285674,1
110414,647,1977487,30,234800,0,1
74144,610,7324874,12,436924,186541,0
38248,788,238741,5,16511987,0,1
163593,502,225040,30,1451574,10886,1
52066,881,8007994,17,9622504,0,1
81992,643,1886865,12,15407049,0,1
231011,734,740983,27,5099484,0,1
117585,871,444392,12,1913389,975723,1
59689,704,1294837,14,225018,2711462,0
48636,466,1651852,4,9922691,0,1
57296,524,176271,30,23969288,2855124,1
61624,372,312719,2,367584,1233317,0
65056,642,4786138,11,19271621,193665,1
42167,844,790395,21,5441360,576913,1
42063,827,1180658,23,1933685,0,1
191591,624,200947,17,17362822,0,1
80366,730,1443514,17,4737749,62386,1
36564,643,935753,0,601795,36887,1
218766,669,7306525,27,9406871,4013776,1
95536,569,141933,23,9497777,2375264,1
40888,734,4942383,29,9134271,0,1
55819,609,1004359,12,1291998,0,1
70834,370,1058289,11,339350,196683,0
42905,521,666809,1,230408,0,0
43744,417,868705,9,8174646,2490682,0
70842,625,1196438,19,939820,781646,1
58311,673,9818265,4,600365,884676,0
56425,690,2027246,33,487684,2336350,0
54556,352,357297,32,6807929,1273268,0
58514,699,4548016,17,3095279,147561,0
32738,774,7577141,0,1912532,190573,0
50800,849,6706508,24,18439024,117254,1
259293,529,793814,30,7861426,1933667,1
147499,674,2800357,19,75475,368185,1
98209,416,4915003,23,7268769,0,1
106202,874,1525033,22,1987653,974792,1
103829,574,9194309,17,1347785,2913696,0
265748,555,3313275,13,2716174,149569,1
58803,524,3970980,19,20397526,0,1
79179,316,7441266,18,4318782,0,0
168523,830,1322458,9,3643731,1917765,1
207832,749,220971,22,235345,0,1
70491,607,3213453,12,400967,4013193,0
96357,558,8764838,29,9392285,186560,0
61445,552,419356,1,4365579,3065092,0
173017,777,8113556,26,238251,1594195,1
74211,649,3716614,33,13120578,900791,1
62605,475,166977,30,478999,1217614,0
56612,672,958824,31,2145110,0,1
