income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
71599,679,4008564,3,17841800,246469,1
205148,339,1442333,29,24022443,746644,1
276611,558,3452304,28,24747671,4014180,1
201081,752,391248,22,17676565,1653970,1
284119,781,1137459,1,21825527,4591310,1
239761,841,2862375,32,13120271,3408868,1
47293,557,620451,29,5209552,2647676,1
279586,686,3173798,11,16146049,1554655,1
40741,763,923991,7,7729820,2533013,1
154197,486,3823228,13,23799485,642109,1
204734,502,5958924,31,5050600,4377509,0
166956,550,2759065,2,4338547,2799781,1
47906,430,8406698,7,24946579,2066153,1
216087,647,6214516,26,1023360,2567570,1
102148,776,2212792,11,15922644,79402,1
135395,369,7926959,0,22940017,2527041,1
255392,801,9078210,35,16252923,3019943,1
45716,893,7228306,12,10145984,667393,1
122149,521,5035269,14,358884,506864,0
91486,847,4124617,13,24397537,2934,1
181379,869,1653918,4,8512033,2309889,1
217539,882,6901196,2,6941694,947197,1
64254,845,653736,32,20785437,2628285,1
121733,730,1540822,1,14796679,1046364,1
66939,647,9138364,33,22665887,4017945,1
51797,396,4903321,2,7626120,2257933,0
202496,558,5264976,17,24443275,2104042,1
58557,391,5049940,34,19842311,1458661,1
243466,456,2660213,35,10713900,3451403,1
33537,520,6217180,29,4278155,4338721,0
44372,787,8648491,25,24850245,3703657,1
178740,678,195131,29,6721675,3245066,1
94371,464,342467,11,15077320,825937,1
183143,774,7919822,21,11622705,1715647,1
188381,794,9743344,24,2281885,264798,1
251524,841,4348831,22,1384142,3572135,1
171291,796,4157893,29,19621098,2878615,1
166475,537,9463535,8,8390949,3172458,0
152405,315,3028095,8,21812076,4079473,1
155303,689,7919875,34,17607939,275088,1
65311,525,455401,13,10861392,4688300,1
290245,703,3809022,24,3626075,3189757,1
153960,639,8741351,18,22521511,4718173,1
261515,496,3150628,23,12319402,289919,1
294568,402,9063766,11,9066312,2431268,1
280436,686,5600839,33,9124833,2821417,1
138310,435,6332785,35,7332345,1535227,1
139974,510,1691355,15,6006176,1625938,1
122613,870,7084708,19,3119274,2205776,1
90286,790,1321633,29,21939211,2103230,1
94880,611,5779659,12,7621940,2795294,0
65205,728,7898994,1,12468903,344404,1
81441,324,7875242,31,20235003,3334984,1
77835,465,241347,3,19299963,4520981,1
152037,749,2214644,25,19283897,1617913,1
71860,423,9752825,10,15465212,296584,1
153517,319,7507571,3,23764056,2811897,1
40081,423,2038703,25,10643889,2436491,1
61615,777,6288944,4,7464478,922116,0
218193,651,5821493,4,21876347,1055596,1
40801,698,4658821,33,23153076,2722215,1
239778,690,5649486,9,23561818,4158571,1
140511,853,5218542,30,5014150,2311260,1
55707,447,5701020,20,18894080,1879234,1
98717,844,2184398,34,737207,1808318,1
265711,862,7013903,2,11977660,3765836,1
292456,332,3168594,31,13485850,218003,1
139984,857,7936272,18,17096638,4382659,1
165832,402,8934637,4,15809075,2176116,1
98567,318,6762575,7,9274082,75138,0
150084,677,291749,2,5652753,1307412,1
188547,669,531720,31,9905055,4255813,1
239658,432,6364482,31,11683260,4510718,1
46425,822,8149045,7,12617776,3952811,1
299802,879,583868,20,17757406,2691510,1
247161,493,3596431,35,4907688,4744707,0
139769,824,1560069,24,19569450,1651558,1
272040,549,1842251,31,8294781,4980678,0
200536,599,5728903,33,19725371,731738,1
231121,492,1862582,25,20454491,1127138,1
264191,617,5613320,18,13941168,3102308,1
199876,319,9748255,17,7882302,4234893,0
230563,530,8645139,33,17698200,1751515,1
248153,884,574254,26,17201595,45385,1
65738,753,9645003,28,7024641,698728,0
38711,815,7934070,4,1839118,4584863,0
136773,539,8066916,25,15968153,3636396,1
106712,466,6219465,9,17439101,2248625,1
183800,638,772850,19,16365821,3078385,1
68476,362,6461084,17,11094600,2848737,1
75773,673,8818184,9,15036170,1038590,1
231846,355,1103325,15,1461593,3497192,0
99193,452,6741867,20,2301492,3631758,0
68724,424,9092405,14,1253916,2382477,0
232502,674,4218965,27,14763480,3418182,1
32601,374,1041092,32,9970357,645271,0
260632,713,7455266,15,12807431,4673266,1
112375,628,9846873,14,2116860,140207,0
150866,715,1069608,6,12093963,4331999,1
85577,704,1677377,29,16310500,3407158,1
179247,462,4887228,17,19627523,1694649,1
118499,536,6127533,15,13753488,1300432,1
88447,769,6175855,6,12410120,4926412,1
31962,540,3730912,23,9669429,2434870,0
112210,491,682620,19,4443408,2684507,0
235662,533,6173464,24,3516623,3072846,0
95921,634,5173750,12,21503165,3986989,1
259066,632,3110822,17,15157012,4922274,1
297633,325,4821946,5,8433976,1440416,1
243214,674,3950199,21,8144839,3597698,1
86924,666,4420847,30,6524713,2113406,1
73549,316,2636113,15,9484346,1783726,0
139219,624,8818153,31,9472235,626970,0
212517,762,9535784,23,6565776,2468158,1
230589,362,3049131,13,23049958,909027,1
51888,775,9495782,15,23154366,1960288,1
268613,822,8371050,22,13476788,470733,1
132286,614,7745883,21,10488182,4053822,1
90045,770,1568399,33,22957679,2891451,1
244430,789,5803210,16,14081046,4921952,1
93950,710,9433773,33,24293677,4458844,1
52006,490,3914170,25,9939704,3750517,0
272587,700,9643609,28,17080311,1883461,1
299975,450,5455261,6,18167987,4561346,1
100713,696,8651010,21,12270410,511004,1
53702,768,8591214,29,2572510,1158982,0
121908,434,3507188,1,4553008,4655477,0
87314,325,2041176,33,21210208,1121229,1
202648,628,415249,14,23116638,2529250,1
283401,310,2279284,1,14678574,4128810,1
279264,402,4652059,29,6669821,1455110,1
93047,703,7432264,21,20615567,2387197,1
31770,778,2763846,16,7448125,1441911,0
34662,716,5258204,31,15126796,3329525,1
143980,318,7370158,0,11265249,833917,1
78095,666,759957,11,9614567,656900,1
129121,451,4492698,32,1948510,416887,0
51071,823,7157646,31,23081163,692432,1
67995,853,2688345,13,19160776,1218379,1
126440,542,4395914,31,18843587,4021583,1
181134,526,1987560,31,12116309,4964241,1
230835,834,6552055,10,15476853,29571,1
256520,558,6576525,26,12289870,4511655,1
266421,778,4904470,8,3864419,819880,1
184170,715,3664768,21,23374810,2606431,1
242523,463,8743801,26,463291,4145388,0
235906,546,1420670,30,3742649,788144,1
111704,482,3320456,0,5571195,1742354,0
288915,392,7237151,17,8168539,2161973,1
289443,394,4527280,19,24859468,4048472,1
173868,635,4384191,24,11061261,3443,1
281748,392,2370648,1,16912453,1069887,1
290270,848,5374976,1,17207771,4821306,1
50241,844,2879125,3,11228108,2856189,1
181962,328,2226690,11,3887152,3754253,0
255365,482,9638333,7,21239002,203476,1
82835,513,712753,11,11028457,208245,1
168620,373,100833,13,16259397,2334999,1
258029,501,7641480,11,18986766,1814208,1
140032,710,4566901,20,13707440,2958946,1
171041,637,3642689,6,23732233,1576070,1
136010,329,8715642,15,12745973,1167878,1
107695,871,8760654,35,5009034,612657,1
196845,522,1924993,15,15512416,1991118,1
169793,562,8957415,21,13663446,4115217,1
204155,489,7578524,30,4212303,984968,1
95437,314,9695404,29,3276582,828463,0
54629,751,8188427,21,12059928,31252,1
210730,817,1435139,16,17999918,3134548,1
238332,634,2961735,15,22609791,2864046,1
246665,618,7740989,28,16294672,2812121,1
234281,517,3158009,24,3638253,3976006,0
110530,861,8726727,33,20336544,4090214,1
130762,467,6137439,21,8038348,1638068,0
191258,780,6748071,17,979186,1805715,1
187983,464,2945215,30,22602665,2147266,1
163258,833,2101891,10,3726887,2533104,1
87345,855,2402840,4,23237974,768709,1
142304,478,6588649,1,22201737,2174119,1
121643,353,7034899,14,215917,4503260,0
66428,760,8715784,14,4794532,1035251,0
291583,568,4904148,10,9589289,1139251,1
222830,658,6516454,7,8577909,766747,1
107347,826,3670405,21,7827973,1750781,1
210799,681,1434899,16,13167623,1689933,1
35532,870,2740220,17,9195321,3195815,0
50671,355,7185408,18,2907937,2244636,0
246204,362,6148310,28,9877901,766093,1
134039,398,4217506,25,8790231,3252943,0
66351,832,3142044,14,12589337,200867,1
54616,562,1855294,33,8940992,1427649,1
71646,840,4190084,3,11754782,2213433,1
258978,731,1732789,25,23487303,377563,1
148672,788,3312719,30,7910130,1148344,1
158088,869,8838104,27,7072752,4634656,1
100983,334,7083522,5,14944605,973680,1
296845,614,6300861,23,9939042,938051,1
227449,457,5880328,12,17674529,3869757,1
33747,696,4798087,32,10974623,2034916,1
199766,654,6455919,28,11246240,2167936,1
231163,312,2146588,9,5178123,3501150,0
66792,503,5239718,33,7978074,360132,0
224279,848,1368069,32,17124770,4421841,1
291771,472,3478044,21,17833090,832499,1
266836,877,6825648,28,21341407,1458560,1
278783,572,2594022,5,2633899,1893228,1
38584,540,9468102,0,23200752,2818538,1
264475,805,8705297,10,9496347,1378450,1
99421,549,2929702,18,963637,773585,0
297865,504,5219315,7,7546006,1825605,1
50391,690,566389,15,6067656,3411706,1
60459,613,8498628,34,11566327,28361,1
225517,792,1694244,14,8002886,2691876,1
200076,555,4993969,32,21690390,1114939,1
82547,644,5347370,22,1200420,1597262,0
105033,591,6126456,7,23722424,1962327,1
61302,724,6396472,35,17034364,1842930,1
297783,701,7098677,35,2315877,2959784,1
213629,627,8379356,4,23358502,2689941,1
135961,476,2742461,21,6536301,490737,1
69282,786,651105,15,15873993,2718249,1
275968,681,9644530,9,14242399,757025,1
222478,725,3421131,34,3521229,709607,1
105458,632,9284367,28,16713462,2494379,1
88703,325,9126890,33,18374879,4392405,1
36949,571,5441690,19,13252970,457425,1
182394,388,1678847,14,961629,1302524,0
207227,455,3506004,25,17981527,3539180,1
279225,846,122465,4,20896836,2197802,1
292329,461,9589035,28,19464656,1237055,1
184407,883,7433201,30,6012728,686788,1
49654,803,7824405,21,21611446,1216421,1
282413,800,695998,0,10897038,2910090,1
239258,464,5421179,19,23756961,4123960,1
155992,314,6142095,9,23145854,288001,1
96571,815,9813457,12,21049711,3783180,1
150857,823,2501856,17,14069995,3773901,1
143481,355,6523202,35,14790461,3025146,1
180169,883,6871056,27,1080769,2087934,1
115408,725,7177765,23,20341453,1744218,1
109572,488,5675116,30,16823235,4307612,1
171786,874,2035461,26,16359799,2318271,1
197544,811,7974883,32,274064,2699164,1
284226,771,2934433,25,16957153,4671150,1
38012,404,6502581,5,171769,207960,0
73062,762,366899,15,1367244,4383410,1
111715,346,6489945,21,13985944,3149890,1
73701,419,8296539,34,24418655,3445827,1
269264,736,4773784,8,8424928,1818260,1
129504,543,7107947,6,12469007,1706093,1
62433,471,5896494,17,3793945,2685060,0
64064,717,2027800,2,14244557,2223037,1
294426,767,4137592,6,13853368,4650921,1
198297,309,7703615,28,2981501,2818458,0
78971,419,429654,14,16232552,3823764,1
168295,879,6190631,34,2585721,1733304,1
88109,594,9401200,28,20717830,3436255,1
218490,421,6583358,4,14617083,275047,1
220446,519,2464954,9,17226278,3678969,1
276267,889,1195938,24,10442741,3154857,1
107816,522,3555963,28,18332241,1347729,1
89023,435,4853500,32,9395611,446919,1
42421,689,736565,14,8418941,3292344,1
112810,563,1880211,22,11487199,812879,1
264541,447,3304054,12,15936524,2172181,1
76013,794,579857,27,21835433,2775849,1
77829,839,3010917,32,19294829,3609697,1
162751,317,8465005,24,4723726,3438536,0
276829,688,942961,29,14966966,904769,1
233202,711,7459962,25,933192,2592019,1
296759,590,2450587,16,2007944,4317545,1
107642,682,8065634,1,5461576,1696099,0
89370,784,6785936,20,7759120,1223150,0
221424,736,4882783,17,14026682,3118122,1
274017,862,5914690,3,12303665,1770964,1
295555,837,8041719,7,2577006,756104,1
256843,458,5219148,31,8558129,38467,1
117520,790,1201612,11,20238459,484940,1
249015,866,7645174,31,10084770,3614426,1
94148,839,4575133,29,11599572,4607680,1
279869,572,1506834,22,19842653,1376530,1
50917,727,3108610,29,16173281,2243691,1
257073,578,258929,14,6178015,4608785,1
161898,862,2741083,28,9743603,2647292,1
252467,587,1475896,32,7095945,2550657,1
69267,676,1176590,26,24287659,2397430,1
251271,633,5615128,14,4001177,4065986,1
133593,688,829663,14,3668820,467230,1
186261,450,8736190,15,11192031,3734677,1
128244,665,4479533,19,2807094,2611699,1
38448,574,3163923,25,11506103,233155,1
254596,379,602955,12,7873546,243542,1
288949,431,1960679,19,5414193,765049,1
206606,578,400329,12,5674140,1384201,1
37167,683,4734728,7,9426227,2766295,0
294034,409,5587261,18,2433287,3998194,0
297890,331,8773822,18,16629617,4685335,1
292161,646,1396502,3,10047338,1425014,1
171989,435,2400803,2,15005079,1194602,1
107262,892,8925740,0,9760558,761276,0
280860,822,8744022,18,14067082,2706364,1
100851,362,6638787,15,15353344,3224056,1
74350,627,4486353,12,22963999,2933193,1
152627,361,7835171,27,8237409,4997706,0
248782,691,8319629,4,24945200,4143972,1
155228,411,9815875,7,24366705,1737142,1
161784,511,6115584,29,19132117,768292,1
38586,878,991739,13,9375123,2467980,1
236310,312,7849165,14,21838702,2886567,1
246896,452,5243443,28,14246240,1776545,1
179471,689,1670022,19,2961435,4951628,1
148610,333,9285700,22,21144978,1138776,1
144587,480,8388542,12,12273910,1692632,1
75022,707,9999287,27,16890287,2034011,1
79184,829,5914153,29,2326810,1835667,0
123406,730,764848,15,1138710,1906954,1
59123,819,7837210,0,12901454,4068394,1
206004,848,3436267,5,22936438,4867808,1
297686,654,7770461,21,13726978,549588,1
198079,589,1284351,35,5875883,3323190,1
42466,772,1824693,4,13295946,442503,1
66570,460,2950864,8,15483923,4572149,1
203989,668,7854421,10,17767966,4919169,1
147817,596,3934728,4,9078074,4635073,1
178718,362,8727168,2,21890709,4684880,1
218402,546,8148156,5,10209906,1404779,1
242592,880,6593932,1,13453640,393796,1
93500,337,1956809,7,17498924,4336078,1
174982,326,616224,7,7163623,1221806,1
204810,654,1792794,19,14254608,1546265,1
286099,324,3079738,13,7951366,1889082,1
207846,462,6353070,35,5727410,4298536,0
66144,463,2118947,32,1874476,3054123,0
142898,679,7401491,31,16426876,661930,1
224164,581,9301593,14,9437132,2042654,1
243544,496,6306036,6,15998038,2925808,1
270605,571,2688063,7,14452952,419167,1
104766,352,6075551,14,23462285,1185142,1
86332,765,7668666,13,21932853,1342879,1
237458,868,668195,17,24139067,3728157,1
73877,539,9378183,21,19473188,1219107,1
157697,416,1157432,33,11637626,2493276,1
185628,722,4306540,15,2049726,1144973,1
259008,355,2363541,21,23640023,718793,1
133179,369,5552730,23,20071220,4079041,1
233500,305,8286700,8,368730,2082321,0
209055,608,9358098,24,23589467,608649,1
87474,521,3402699,32,20039056,4851696,1
231374,590,9208391,27,22800157,182806,1
297718,456,7314912,21,13063330,3927321,1
188950,727,8600439,7,19428135,2961991,1
135912,848,4511085,15,7361746,2731143,1
163030,501,6759618,7,13282507,2912152,1
238978,860,8992138,19,16113724,1464372,1
87257,704,3682931,9,6963775,4978839,1
58664,779,7570408,32,12407635,1429025,1
299547,365,1404972,6,8246302,1573140,1
106509,668,2262161,28,17595711,4256057,1
232977,615,3524452,5,7493002,1715622,1
118151,804,8043479,25,8022287,1163602,0
228003,567,3830620,9,21628362,3394143,1
32340,756,1177290,25,7898029,2292390,1
298737,334,2151906,19,14071555,2722501,1
242278,801,3781685,6,11450127,4682715,1
229078,768,7351784,25,7310498,223185,1
202778,752,6587688,34,4419492,4559290,1
75457,830,4576601,26,13658942,4107232,1
211208,672,2862710,30,1853480,2634621,1
129205,846,1155852,6,12903662,502359,1
40016,757,2545731,30,8644332,1776220,0
247308,380,794747,23,339857,4061756,0
165817,824,493060,12,19141201,405591,1
37893,646,3666724,4,9434678,4470070,0
273847,396,3885176,35,3725114,1490715,1
190533,466,6158341,1,16125428,4350164,1
130243,689,9712212,4,5925492,707971,0
121349,330,9135315,7,7822759,1768894,0
197721,308,2689711,7,10687576,770522,1
118833,743,6521904,30,23258548,964346,1
176156,481,4890088,24,10249537,2255435,1
159296,388,9110663,21,2502119,3623412,0
204361,604,3456642,5,11227941,4751301,1
132650,742,1029254,3,7374278,3379108,1
142312,629,8460312,6,8369528,3347934,0
98329,698,7708896,10,13272984,2049345,1
147148,751,1465159,3,8415439,3443963,1
108690,529,1714337,34,19902807,3320734,1
105647,578,6195810,7,19336126,4863351,1
66671,657,2843353,30,8750151,4069489,1
87870,787,4750608,23,18023353,344158,1
91081,529,386530,6,2929030,2390091,0
153606,590,3132620,10,682333,4720774,0
276536,897,2984067,6,4520270,4450663,1
175842,486,2965351,9,16630534,4549408,1
133899,772,8666310,21,12149465,1916497,1
132618,615,1695673,9,13180637,1433373,1
89392,512,437384,10,901282,1925128,0
98366,853,4249374,7,14871029,1531123,1
191629,412,5466409,18,16976441,1002096,1
61890,838,4401528,30,9281764,667315,1
265166,737,8117317,22,11545016,4806870,1
35457,614,2532721,3,6432408,1150283,0
118502,661,1050313,1,19571811,1678100,1
45443,523,4939016,30,731902,989743,0
129858,813,8236828,10,7455319,3575522,0
92252,384,2122710,29,8712784,326417,1
50606,695,3408144,32,3634797,3534341,0
184336,633,4304123,16,22101181,1662683,1
65791,426,2794265,27,17489836,1455382,1
33365,789,6634576,8,5147055,1662587,0
142695,697,6043753,24,3357889,1176173,1
156600,542,1394887,10,5719643,2970931,0
234880,534,6987173,27,12858043,922755,1
198680,682,489812,24,993937,4199207,1
285323,680,483762,1,7548763,1166527,1
152739,466,1046985,30,8665208,3040554,0
247924,890,3503548,17,12932356,1216754,1
86303,322,5512394,34,16965640,4993547,1
74017,465,568072,6,20747334,1276169,1
225523,727,2458615,13,4810825,1601742,1
41920,595,4073085,27,6299824,2148481,0
220741,730,5675821,0,10650104,4738686,1
222501,429,3329620,0,15938595,3026289,1
106297,417,4555996,24,23849696,2599469,1
43696,347,5030218,25,23066661,1912877,1
160606,693,1023036,31,8364064,3677780,1
113089,534,4861275,20,5848223,1063621,1
112651,537,8191628,9,4130815,1622211,0
171343,554,3716522,29,15623421,3956812,1
262207,483,6117410,33,1647866,130865,0
245668,723,9669495,26,2702782,1178883,1
178436,616,4485650,22,17552081,3691803,1
271007,580,9753222,18,10592999,2344876,1
30336,471,9216762,4,23014781,2355605,1
96320,581,1481603,1,9597590,3648783,0
43499,560,853072,35,6670212,1238455,1
110256,535,5692296,29,21323277,2456249,1
125353,306,881148,29,18123947,4865029,1
74662,421,8815721,26,19756017,280792,1
35739,378,8103895,14,2108310,3211750,0
37609,859,5711121,12,1839893,1821674,0
75644,344,2931223,3,6989121,3586821,0
40981,542,6652713,19,2950529,1610614,0
148830,772,1005189,16,24045944,3016521,1
117924,377,426445,30,4149678,2661409,0
192869,605,4430390,26,13456298,3480016,1
162531,633,1819280,0,5057960,2732372,0
94157,704,7091199,28,2142107,4261757,0
35313,877,6132523,1,20015226,3209903,1
94971,480,1838233,12,17652663,1292700,1
264556,885,8290731,34,15900384,4243983,1
78348,384,9488862,12,23830155,883943,1
95282,568,4017295,28,20800729,1283912,1
291270,594,5913406,33,14727850,657576,1
202369,342,4325212,11,16503361,2189785,1
81372,762,7704994,6,5455068,558839,0
108839,439,3256349,20,15241516,2567322,1
41305,847,4780231,33,2101529,3050522,0
235505,560,6356478,21,19188784,1781026,1
96364,800,5267364,22,22886510,4462841,1
74669,844,3174745,15,22681427,1237325,1
112538,754,6651852,4,15640080,1172774,1
268505,522,8766698,5,3562349,287210,0
262500,543,385244,26,13471860,3145625,1
42714,728,2125745,5,6013510,4711281,1
269335,832,837019,18,12712013,671980,1
101047,854,1006526,31,12368727,217837,1
253334,638,5032785,24,15529264,512877,1
95228,360,2910456,8,24041587,2690811,1
170609,827,7025727,17,1335560,2309557,1
263298,621,5860789,16,15664261,4642604,1
168357,664,4588182,2,14382995,3003813,1
264845,863,1706004,0,19035795,3402057,1
216417,515,6643383,13,16537043,1892963,1
249206,611,6369549,12,15094383,1634212,1
85565,445,9946994,8,6918167,1038083,0
256533,753,6777834,22,20260127,2535352,1
188148,821,1138650,4,12831168,4285593,1
218929,430,9183908,19,19869743,3908517,1
263766,726,3728592,21,17120122,572142,1
260524,810,8803179,5,13720333,1763824,1
194762,394,1155070,6,4825722,3723489,0
220448,870,5746090,24,13838034,2213140,1
174257,727,4941907,5,14705698,4534869,1
188997,752,6355176,29,23461812,3630308,1
155770,325,5233950,19,23129519,3136180,1
119867,716,8912460,33,22267704,3413795,1
184408,778,6895185,12,17472236,2073964,1
114231,458,5521141,7,8584088,313248,1
255436,900,1587309,2,23083284,2267774,1
85777,786,238396,26,20065785,4151232,1
116457,723,4240460,6,14573136,343403,1
119271,699,8673786,7,3820607,3088635,0
275687,494,6514051,17,5423776,1989000,0
200616,631,3318524,21,16455952,1610849,1
47243,597,6977520,35,1539766,3394063,0
48683,467,4714080,27,18944543,1829934,1
113766,627,2102362,16,13568180,511392,1
259861,556,1729862,22,8078285,4148327,1
157464,659,3519420,33,2629717,4947002,1
188485,528,7942259,28,9982295,1003598,1
173176,395,1041240,8,4227151,4742014,0
227793,822,1532891,14,22183502,4910778,1
149534,323,4945126,29,1955441,3835932,0
177721,676,9865347,13,12391353,1787571,1
151626,369,5156833,15,21379611,2417762,1
263211,604,9599168,20,14460485,1794395,1
299840,391,2726329,3,5394574,3844456,0
32105,455,4883887,32,4984176,3290773,0
91859,467,9027721,32,21266861,3965699,1
195391,748,1218409,35,7956583,1938843,1
261520,615,7648268,19,10780070,2310627,1
266185,879,7071184,20,5429821,3217839,1
131670,733,1367068,21,14951887,4326702,1
281897,379,2659835,35,18655897,2300122,1
104179,579,3015841,7,24122302,4681123,1
178249,585,3316823,26,24615177,3419388,1
52856,423,7357060,31,3214236,832198,0
221188,478,6483232,28,1429602,148326,0
297368,481,2766132,30,22361708,4879382,1
112980,685,9939059,20,20249702,4902340,1
34744,520,9557434,3,20438001,2440126,1
90261,555,6459042,25,12431067,3246733,1
228865,820,7824559,35,17527676,4382760,1
153855,441,6427832,10,12816706,154086,1
227954,366,8591821,30,16810323,3372462,1
49750,358,1893427,9,12581048,4266678,1
267049,802,2891947,1,14259080,2094458,1
233498,533,8005137,23,8101044,3384627,0
30047,554,7633552,21,10240523,3324789,1
64754,522,4690144,4,8855866,1773181,0
147793,760,1985555,18,6499965,3197145,1
208662,848,5229900,1,69930,626737,1
230149,374,8709897,5,24046875,4115860,1
118587,372,9017414,24,6941237,3196913,0
266455,689,2496075,30,23714242,4881133,1
292643,661,5456695,16,22956161,3004614,1
165119,754,8100054,9,7238414,1499862,1
109815,624,9698442,16,729444,4470450,0
153589,853,2568824,2,16947124,4155856,1
210924,358,9108341,10,20322998,3781109,1
279024,893,6339574,10,11955863,1643077,1
84689,596,9099231,14,19823482,3969037,1
283950,574,7838015,7,2748310,1636053,1
266911,757,2831251,35,21131664,1392872,1
155663,762,184235,19,7186995,75339,1
215621,873,4503334,21,14019957,4710482,1
263959,361,6549401,2,9992532,4480399,0
235989,332,7833865,26,8866102,4697336,0
194947,786,6666969,35,17777736,952765,1
59096,347,614937,31,5295233,4205676,0
61071,432,9872338,9,11976628,1611008,1
81405,618,2629478,8,10794423,716702,1
47826,846,1115509,17,5904506,3855430,1
177540,762,4901984,13,2828749,3600620,1
151504,730,3682358,8,13311269,1270091,1
219183,469,6109711,20,13113392,3966844,1
93338,534,7778341,10,24999509,2923663,1
236644,475,3352400,17,12200997,2288411,1
67857,482,3748595,4,10084750,2839213,1
40356,307,7673420,32,22715672,2158002,1
299530,421,7198368,34,20285074,4570090,1
75713,810,5756225,29,4779001,4020120,0
244091,833,7414607,7,15024594,1508176,1
206621,882,8621082,21,17049905,1005323,1
132974,648,1767884,5,9341258,1957839,1
118383,352,1598727,20,19948102,4366456,1
157804,597,1745290,28,10164584,3716992,1
76346,665,4202112,8,10039981,3499776,1
63840,636,4335005,16,13989665,447499,1
191903,389,2730032,30,1416339,1238441,0
102303,567,2929673,10,19529349,1464817,1
203219,535,480450,6,4291557,1740125,1
266794,554,7674855,8,11205687,2834823,1
79314,476,5484611,19,3374385,458203,0
217401,677,6987591,17,24510559,1410724,1
129790,605,2060829,32,18635838,3629963,1
245805,575,2873935,28,24355962,2646371,1
202608,863,3304095,11,13065556,4639864,1
209312,623,7421841,23,7845337,4126566,1
249851,529,186151,22,3283787,3507346,0
33281,427,3541708,12,16165888,3909093,1
277587,457,3342416,24,8937836,2320082,1
265076,354,9299812,1,19015079,2174424,1
138546,660,7341128,3,7859874,62624,1
31452,493,1353208,24,3282260,3980131,0
209206,651,5350950,20,24647731,4154673,1
281045,488,3828841,18,21263984,4317388,1
90932,725,8356283,8,3823874,1880269,0
228683,370,1273551,27,15681572,2907637,1
247706,896,4727007,8,9360590,2979353,1
82527,666,5378857,32,1920419,1986290,0
237095,857,8659156,34,9585877,1598943,1
54186,409,1143000,25,20796351,4826669,1
245326,710,958273,18,14266360,3636499,1
206677,327,5624527,0,20384536,465132,1
136789,405,3524583,25,20492014,2341519,1
134663,594,1414718,20,21732730,3712974,1
202098,746,2386152,23,14109741,2862318,1
142010,582,671358,32,9075118,4540639,1
82475,738,6135327,18,20857850,3844379,1
105630,898,7394414,28,9062466,2470641,0
36727,832,8379585,2,16860929,3566709,1
100449,342,6641984,3,23424081,4922596,1
164412,705,6350812,16,23939879,2944900,1
176208,699,6355267,22,24951778,1235780,1
104234,606,5003495,23,10624382,22371,1
65832,403,9971518,20,12104507,4554690,1
121484,596,5478690,2,16536670,1185232,1
253076,536,9965781,1,20189960,3067466,1
196262,504,1679495,32,14470566,4272626,1
107584,329,3563457,32,151285,336457,0
173891,758,8779401,10,18458956,1437307,1
267069,401,9168518,6,6961511,2884101,0
96581,749,5677314,13,10351890,2668611,1
125008,671,8791769,8,14825927,2127286,1
116542,691,6314611,13,24291301,1251698,1
238472,450,369273,11,6968961,1377364,1
273746,419,1116254,5,3874419,2739272,1
141011,846,9310875,3,19459438,164039,1
210232,757,7037996,18,13706088,1801232,1
280621,467,2481613,12,16879353,183058,1
183053,579,4578933,9,14325898,4353875,1
189171,365,4290825,33,13117110,2760647,1
125922,888,2437434,34,9598584,346550,1
39578,676,7509931,24,6727030,1488003,0
62912,507,8066785,11,11497314,4609462,1
171558,782,2826893,7,23155834,901828,1
281733,741,3701968,25,4606835,4366509,1
30500,502,6909399,34,22020426,2631842,1
295643,508,9418037,21,18798962,742661,1
160612,552,3571697,15,14375247,1225221,1
288248,476,6867931,33,19088172,2239571,1
96857,443,8581072,11,22320167,774073,1
199685,625,8321878,15,22599189,4645403,1
120734,566,4166875,22,15750527,4101916,1
239044,356,7286579,16,13726845,295728,1
211715,370,9942200,24,3317364,2029311,0
150711,778,8671627,27,14401161,4194238,1
297718,343,3585852,24,17523796,4756012,1
286419,791,2638799,11,15295345,3532418,1
31959,455,9899840,33,14854654,4910127,1
67874,769,7504564,1,16564873,3893836,1
169127,538,4178338,21,22258885,1383835,1
202305,410,2103193,16,5372630,754386,1
199182,421,635469,2,7669794,573580,1
110721,372,5994527,2,2133012,1860840,0
256599,479,6078381,21,15468590,3393347,1
195152,317,4160230,32,12867831,1772306,1
199362,718,2424727,6,9747723,4238143,1
270009,753,471926,32,4747234,2325243,1
244370,611,9184527,24,19845276,2591468,1
282685,665,9801375,2,22640998,4617899,1
208476,314,3934831,9,758815,2999330,0
272355,687,451480,13,23588032,699879,1
39181,800,9950282,7,15272988,3140712,1
169255,712,1480550,18,13462082,1094190,1
151392,412,5769083,0,3746264,2552825,0
175752,546,5796734,26,24322972,3291992,1
45469,608,4301784,5,16345815,4850740,1
297878,568,9395371,32,20478721,4943205,1
248981,457,9847428,7,8889983,3270542,0
235676,494,9001589,10,10547375,2057112,1
125186,655,9678485,16,24122434,1934758,1
144563,448,2485140,22,5801819,2937333,0
288162,571,9946168,13,24685495,799579,1
103381,473,9138585,29,10734614,3132331,1
172197,753,8943571,12,24532483,2586755,1
252544,454,3673286,19,12233578,2830102,1
71685,314,4930230,25,14831358,984861,1
157336,330,9603598,3,6734797,4579635,0
282093,691,2095542,10,11075032,2528853,1
103828,783,2688432,22,8509721,4335699,1
211787,313,3418405,23,8994912,4473087,0
